Target,Source
2512892325,105778933
146181560,105778933
28142640,105778933
4054253837,105778933
407123891,105778933
504914052,105778933
247804985,105778933
1021387891,105778933
2858224716,105778933
1683386617,105778933
343466111,105778933
542994466,105778933
69001765,105778933
1346936882,105778933
24688356,105778933
2177058108,105778933
48787309,105778933
2760672649,105778933
399710125,105778933
3296538975,105778933
190482771,105778933
3083199587,105778933
2612556330,105778933
209452542,105778933
3029459770,105778933
45956475,105778933
17986973,105778933
90645688,105778933
52099856,105778933
2241139044,105778933
2937568182,105778933
483129663,105778933
186842969,105778933
2898817801,105778933
2868656656,105778933
260484012,105778933
2388297079,105778933
2787115696,105778933
2424259525,105778933
1191718411,105778933
1911568255,105778933
2643563643,105778933
69369763,105778933
17735770,105778933
678403,105778933
24957236,105778933
12321942,105778933
34353596,105778933
868783279,105778933
915937645,105778933
1327445246,105778933
1329852552,105778933
883410655,105778933
908959362,105778933
163708739,105778933
246287557,105778933
161935359,105778933
1335692455,105778933
131786421,105778933
39965918,105778933
524220486,105778933
86886484,105778933
856511304,105778933
254937815,105778933
293827707,105778933
182822864,105778933
201251402,105778933
42202505,105778933
160781097,105778933
15635068,105778933
889263427,105778933
815207960,105778933
506498500,105778933
757402692,105778933
52815096,105778933
613932425,105778933
784645315,105778933
67416742,105778933
51091921,105778933
401031274,105778933
136583670,105778933
537430142,105778933
18033807,105778933
384625615,105778933
424184491,105778933
150068952,105778933
135488104,105778933
374459833,105778933
23857351,105778933
33704199,105778933
282735842,105778933
278134585,105778933
330622730,105778933
329773213,105778933
271991699,105778933
142001739,105778933
276661061,105778933
127380158,105778933
283703172,105778933
233684955,105778933
252946212,105778933
256212100,105778933
260234192,105778933
262742350,105778933
258959765,105778933
15673997,105778933
194668409,105778933
217580999,105778933
216558256,105778933
194610835,105778933
70480023,105778933
195279427,105778933
184410094,105778933
178549360,105778933
161842608,105778933
144123089,105778933
92943086,105778933
55050927,105778933
33509989,105778933
88859878,105778933
128888597,105778933
19636850,105778933
106031654,105778933
6150612,105778933
24782562,105778933
38254592,105778933
475690120,339722887
80368161,339722887
1199355600,339722887
3272267882,339722887
355338630,339722887
325269604,339722887
36248931,339722887
1496851160,339722887
1118820366,339722887
3329891278,339722887
231482702,339722887
781617508478513152,339722887
456348582,339722887
1387939524,339722887
1961211860,339722887
3188826024,339722887
753337720030760960,339722887
2382793933,339722887
3329500751,339722887
140884754,339722887
2169016992,339722887
2836691226,339722887
27579965,339722887
23972313,339722887
3072087594,339722887
20180346,339722887
131076855,339722887
106769428,339722887
2693807904,339722887
502199852,339722887
114491835,339722887
420318827,339722887
46227488,339722887
1948522831,339722887
995710778,339722887
16454472,339722887
2384860178,339722887
987849932,339722887
16552945,339722887
1955376680,339722887
911750256,339722887
513354952,339722887
310316876,339722887
244160292,339722887
68451113,339722887
405088825,339722887
144202717,339722887
137759637,339722887
623854000,339722887
1875808704,339722887
379212448,339722887
500378744,339722887
123717794,339722887
22200760,339722887
1201743792,339722887
1460016181,339722887
159951505,339722887
302329916,339722887
202484055,339722887
445749337,339722887
196214313,339722887
169409323,339722887
373079416,339722887
214259539,339722887
407257811,339722887
17178422,339722887
19596074,339722887
12819112,339722887
522628601,339722887
501854993,339722887
20713213,339722887
1426071570,1063813423
148876948,1063813423
151080118,1063813423
1496470692,1063813423
106520526,1063813423
1948522831,1063813423
1304701776,1063813423
18825417,1063813423
15405306,1063813423
16163217,1063813423
1262337464,1063813423
14459120,1063813423
15898569,1063813423
1379904841,1063813423
1318408266,1063813423
1482324739,1063813423
1079872238,1063813423
176608663,1063813423
1087371109,1063813423
1414186285,1063813423
1952975701,1063813423
1119394370,1063813423
1672160996,1063813423
181122383,1063813423
125694811,1063813423
1228210214,1063813423
1320475297,1063813423
1205829984,1063813423
1361723136,1063813423
14119482,1063813423
15911169,1063813423
102768569,1063813423
16593401,1063813423
197742569,1063813423
1076332622,1063813423
1314817975,1063813423
1458567006,1063813423
18824923,1063813423
157793993,1063813423
1959198050,1063813423
17982361,1063813423
1872660188,1063813423
1407947514,1063813423
1093788314,1063813423
162134946,1063813423
156737141,1063813423
17387342,1063813423
1881182173,1063813423
125040819,1063813423
15071492,1063813423
182705192,1063813423
1717388304,1063813423
182381802,1063813423
1606338776,1063813423
12819112,1063813423
111662550,1063813423
1911611502,1063813423
1618123446,1063813423
1696747194,1063813423
187966710,1063813423
11939852,1063813423
3188826024,93953552
80368161,93953552
36248931,93953552
2944178841,93953552
504914052,93953552
325269604,398180848
513354952,398180848
325269604,278332728
398180848,278332728
513354952,278332728
1118820366,278332728
2187451484,278332728
90642026,278332728
2264502764,278332728
587809387,278332728
1460016181,278332728
3001828889,278332728
106769428,278332728
1318408266,278332728
21411111,278332728
24729222,278332728
1435923672,278332728
926554518,278332728
25126878,278332728
20717303,278332728
420318827,278332728
18745189,278332728
500378744,78734212
140884754,78734212
1460016181,78734212
20713213,78734212
373079416,78734212
213394155,78734212
137759637,78734212
16469647,78734212
1961211860,158037919
196214313,158037919
500378744,158037919
140884754,158037919
3188826024,987849932
1201743792,987849932
918081511,987849932
80368161,987849932
231482702,987849932
2412802208,987849932
325269604,987849932
1496851160,987849932
379212448,987849932
46227488,987849932
222177874,987849932
23972313,987849932
2900581634,987849932
456348582,987849932
123717794,987849932
133450999,987849932
2836691226,987849932
147728303,987849932
475690120,987849932
2382793933,987849932
140884754,987849932
26682928,987849932
2693657023,987849932
1087371109,987849932
22200760,987849932
3329500751,987849932
20713213,987849932
17982361,987849932
373079416,987849932
1093788314,987849932
97620342,987849932
339722887,987849932
182381802,987849932
162134946,987849932
125040819,987849932
1460016181,987849932
776645364778754048,704400267341602816
80368161,2382793933
2308483172,2382793933
77254498,2382793933
172869983,2382793933
133450999,2382793933
147728303,2382793933
373079416,2382793933
2596465123,2382793933
379212448,2382793933
513354952,2382793933
475690120,2382793933
808384336730976257,2382793933
776645364778754048,2382793933
456348582,2382793933
2836691226,2382793933
46152623,2382793933
1201743792,2382793933
240347448,2382793933
22200760,2382793933
3272267882,1201743792
240347448,1201743792
2382793933,1201743792
1955376680,1201743792
501854993,1201743792
407257811,1201743792
196214313,1201743792
373079416,1201743792
339722887,1201743792
522628601,1201743792
1460016181,1201743792
355338630,172869983
123717794,172869983
2279253295,97620342
325269604,24729222
2264502764,24729222
90642026,24729222
3001828889,24729222
891627374,24729222
587809387,24729222
106769428,24729222
27972640,24729222
278332728,24729222
1435923672,24729222
993360876,24729222
420318827,24729222
18745189,24729222
21411111,24729222
20717303,24729222
148876948,1460016181
80368161,1460016181
172869983,1460016181
2308483172,1460016181
147728303,1460016181
1496851160,1460016181
1630613665,1460016181
2444371909,1460016181
781617508478513152,1460016181
704400267341602816,1460016181
158037919,1460016181
36248931,1460016181
23450407,1460016181
456348582,1460016181
2412802208,1460016181
993360876,1460016181
231482702,1460016181
2532541818,1460016181
26682928,1460016181
3329891278,1460016181
753337720030760960,1460016181
90642026,1460016181
1387939524,1460016181
254947051,1460016181
725085496116912129,1460016181
2169016992,1460016181
133450999,1460016181
240347448,1460016181
21411111,1460016181
17265337,1460016181
22200760,1460016181
918081511,1460016181
3329500751,1460016181
140884754,1460016181
16454472,1460016181
278332728,1460016181
3001828889,1460016181
2382793933,1460016181
2961407036,1460016181
3188826024,1460016181
1435923672,1460016181
913218758,1460016181
20180346,1460016181
114491835,1460016181
2836691226,1460016181
1961211860,1460016181
513354952,1460016181
1283100218,1460016181
106769428,1460016181
2693807904,1460016181
141682456,1460016181
502199852,1460016181
27579965,1460016181
355338630,1460016181
23972313,1460016181
467137030,1460016181
77254498,1460016181
995710778,1460016181
2538110185,1460016181
1955376680,1460016181
46227488,1460016181
68451113,1460016181
987849932,1460016181
1118820366,1460016181
911750256,1460016181
2384860178,1460016181
131076855,1460016181
213394155,1460016181
78734212,1460016181
33509773,1460016181
325269604,1460016181
310316876,1460016181
18745189,1460016181
420318827,1460016181
244160292,1460016181
46152623,1460016181
1969299078,1460016181
405088825,1460016181
445749337,1460016181
16552945,1460016181
137759637,1460016181
123717794,1460016181
1875808704,1460016181
12819112,1460016181
28028017,1460016181
169409323,1460016181
379212448,1460016181
500378744,1460016181
623854000,1460016181
302329916,1460016181
202484055,1460016181
17178422,1460016181
522628601,1460016181
407257811,1460016181
214259539,1460016181
501854993,1460016181
159951505,1460016181
144202717,1460016181
1201743792,1460016181
196214313,1460016181
20713213,1460016181
373079416,1460016181
339722887,1460016181
1118820366,926554518
90642026,926554518
1435923672,926554518
420318827,926554518
278332728,926554518
18745189,926554518
158037919,1630613665
144202717,2847565678
16596200,70016558
77254498,70016558
133450999,70016558
979128471459807232,68451113
80368161,68451113
140884754,68451113
2382793933,68451113
158037919,68451113
918081511,68451113
911750256,68451113
3329500751,68451113
254947051,68451113
1955376680,68451113
141682456,68451113
20180346,68451113
310316876,68451113
445749337,68451113
420318827,68451113
373079416,68451113
1201743792,68451113
1460016181,68451113
196214313,68451113
993360876,68451113
995710778,68451113
339722887,68451113
46227488,68451113
12819112,68451113
114491835,68451113
78734212,68451113
123717794,68451113
918081511,167560617
23450407,325269604
379212448,325269604
254947051,325269604
97620342,325269604
398180848,325269604
2412802208,325269604
1496851160,325269604
123717794,325269604
24729222,325269604
339722887,325269604
278332728,325269604
196713458,325269604
513354952,325269604
373079416,325269604
231482702,325269604
1460016181,325269604
420318827,325269604
18745189,325269604
398180848,2177958414
587809387,2177958414
420318827,2177958414
2264502764,23450407
90642026,23450407
28028017,23450407
24729222,23450407
926554518,23450407
191606313,23450407
420318827,23450407
137759637,23450407
21411111,23450407
16469647,23450407
18745189,23450407
25126878,23450407
25128020,23450407
20717303,23450407
1460016181,355338630
202484055,355338630
196214313,355338630
373079416,355338630
169409323,355338630
22200760,355338630
339722887,355338630
172869983,355338630
36248931,355338630
513354952,355338630
1969299078,355338630
1387939524,355338630
911750256,355338630
500378744,137759637
2836691226,137759637
1875808704,137759637
355338630,137759637
1496851160,137759637
1361723136,137759637
704400267341602816,137759637
911750256,137759637
254947051,137759637
2264502764,137759637
20180346,137759637
23972313,137759637
456348582,137759637
21411111,137759637
54420633,137759637
3329500751,137759637
272611562,137759637
222177874,137759637
467137030,137759637
1283100218,137759637
2961407036,137759637
141682456,137759637
90642026,137759637
25128020,137759637
2693807904,137759637
27579965,137759637
16454472,137759637
159951505,137759637
1969299078,137759637
2444371909,137759637
310316876,137759637
445749337,137759637
1955376680,137759637
46227488,137759637
1460016181,137759637
1435923672,137759637
144202717,137759637
68451113,137759637
379212448,137759637
28028017,137759637
502199852,137759637
522628601,137759637
1201743792,137759637
202484055,137759637
993360876,137759637
24729222,137759637
995710778,137759637
987849932,137759637
196214313,137759637
501854993,137759637
158037919,137759637
123717794,137759637
339722887,137759637
16469647,137759637
17178422,137759637
420318827,137759637
214259539,137759637
373079416,137759637
169409323,137759637
325269604,137759637
94497544,137759637
20713213,137759637
213394155,137759637
78734212,137759637
36248931,2693807904
20180346,2693807904
1460016181,2693807904
339722887,2693807904
501854993,2693807904
373079416,2693807904
1199355600,2693807904
1875808704,2693807904
1955376680,2693807904
25128020,169409323
979128471459807232,169409323
80368161,169409323
355338630,169409323
49213571,169409323
2961407036,169409323
456348582,169409323
753337720030760960,169409323
33964657,169409323
1387939524,169409323
467137030,169409323
20180346,169409323
1955376680,169409323
244160292,169409323
913218758,169409323
2384860178,169409323
16454472,169409323
501854993,169409323
500378744,169409323
911750256,169409323
1969299078,169409323
20717303,169409323
1201743792,169409323
1460016181,169409323
16469647,169409323
373079416,169409323
196214313,169409323
339722887,169409323
202484055,169409323
522628601,169409323
191606313,169409323
137759637,169409323
131076855,781617508478513152
379212448,781617508478513152
140884754,995710778
1961211860,995710778
141682456,995710778
26682928,995710778
46227488,995710778
1460016181,995710778
339722887,995710778
123717794,20180346
445749337,20180346
339722887,20180346
2382793933,20180346
302329916,20180346
379212448,20180346
918081511,20180346
46227488,20180346
68451113,20180346
1955376680,20180346
5920812,20180346
1460016181,20180346
373079416,20180346
2693807904,20180346
911750256,20180346
106520526,184636411
2961407036,184636411
1395498835,184636411
156970967,184636411
467137030,184636411
24729222,184636411
1283100218,184636411
373079416,184636411
379212448,33509773
1201743792,33509773
445749337,33509773
1460016181,33509773
184636411,372279824
725085496116912129,2156007288
3188826024,2156007288
3329500751,2156007288
147728303,2156007288
2693657023,2156007288
12819112,2156007288
445749337,2156007288
500378744,2156007288
36248931,753337720030760960
1460016181,254947051
373079416,3329891278
501854993,3329891278
339722887,3329891278
2836691226,3329891278
1460016181,3329891278
467137030,19596074
80368161,19596074
162134946,19596074
995710778,19596074
456348582,19596074
2308483172,19596074
3272267882,19596074
808384336730976257,19596074
379212448,19596074
133450999,19596074
3329891278,19596074
522628601,19596074
3188826024,19596074
4208544673,19596074
2538110185,19596074
987849932,19596074
202484055,19596074
1948522831,19596074
2836691226,19596074
911750256,19596074
2693657023,19596074
2444371909,19596074
1955376680,19596074
513354952,19596074
501854993,19596074
1460016181,19596074
140884754,19596074
196214313,19596074
169409323,19596074
373079416,19596074
339722887,19596074
445749337,19596074
22200760,19596074
500378744,19596074
426389014,19596074
246635052,19596074
16469647,19596074
12819112,19596074
123717794,906278622
623854000,1969299078
36248931,1969299078
2944178841,1969299078
12819112,1969299078
1955376680,1969299078
405088825,1969299078
77254498,1969299078
137759637,1969299078
169409323,1969299078
1460016181,1969299078
80368161,2836691226
475690120,2836691226
339722887,2836691226
513354952,2836691226
133450999,2836691226
808384336730976257,2836691226
2308483172,2836691226
3329891278,2836691226
2382793933,2836691226
140884754,2836691226
373079416,2836691226
1460016181,2836691226
49213571,2836691226
16469647,2836691226
22200760,2836691226
2693657023,2836691226
19596074,2836691226
3329500751,26682928
140884754,26682928
2412802208,231482702
339722887,231482702
373079416,231482702
21411111,27972640
25126878,27972640
17178422,131076855
1955376680,131076855
1460016181,131076855
379212448,131076855
196214313,131076855
373079416,131076855
587809387,34415079
3001828889,34415079
1318408266,34415079
1955376680,34415079
2169016992,34415079
1118820366,34415079
513354952,34415079
1199355600,34415079
513354952,1118820366
926554518,1118820366
278332728,1118820366
407257811,1118820366
191606313,1118820366
587809387,1118820366
34415079,1118820366
1087371109,20713213
426389014,20713213
379212448,20713213
911750256,20713213
501854993,20713213
78734212,20713213
244160292,20713213
1460016181,20713213
339722887,20713213
169409323,20713213
202484055,20713213
196214313,20713213
522628601,20713213
12819112,20713213
373079416,20713213
131076855,20713213
191606313,20713213
140884754,20713213
137759637,20713213
213394155,20713213
158037919,20713213
17178422,20713213
11435772,20713213
16596200,36396462
305226081,36396462
108071808,36396462
456348582,36396462
995710778,426389014
379212448,426389014
20713213,426389014
131076855,426389014
80368161,426389014
202484055,426389014
2693657023,426389014
2836691226,426389014
2156007288,426389014
500378744,426389014
1460016181,993360876
114491835,993360876
995710778,993360876
46227488,993360876
68451113,993360876
513354952,445749337
2944178841,445749337
20180346,445749337
911750256,445749337
456348582,445749337
3329500751,445749337
2836691226,445749337
2156007288,445749337
33509773,445749337
500378744,445749337
196214313,445749337
1460016181,445749337
373079416,445749337
137759637,445749337
22200760,445749337
339722887,445749337
12819112,445749337
3001828889,1435923672
21411111,1435923672
926554518,1435923672
278332728,1435923672
420318827,1435923672
2836691226,49213571
373079416,49213571
17178422,4751359411
2382793933,3188826024
2944178841,3188826024
147728303,3188826024
36248931,3188826024
911750256,3188826024
12819112,3188826024
2156007288,3188826024
725085496116912129,3188826024
1460016181,3188826024
373079416,214259539
196214313,214259539
1460016181,214259539
339722887,214259539
123717794,214259539
12819112,244160292
169409323,244160292
202484055,244160292
522628601,244160292
467137030,244160292
373079416,244160292
137759637,244160292
379212448,244160292
1460016181,244160292
196214313,244160292
20713213,244160292
355338630,373079416
23972313,373079416
3329891278,373079416
1387939524,373079416
1961211860,373079416
2382793933,373079416
2836691226,373079416
918081511,373079416
240347448,373079416
22200760,373079416
2961407036,373079416
911750256,373079416
20180346,373079416
12819112,373079416
17178422,373079416
2693807904,373079416
244160292,373079416
68451113,373079416
2384860178,373079416
1955376680,373079416
131076855,373079416
405088825,373079416
159951505,373079416
310316876,373079416
20713213,373079416
213394155,373079416
78734212,373079416
325269604,373079416
623854000,373079416
1201743792,373079416
214259539,373079416
379212448,373079416
445749337,373079416
46227488,373079416
140884754,373079416
123717794,373079416
500378744,373079416
1460016181,373079416
202484055,373079416
995710778,373079416
522628601,373079416
16469647,373079416
407257811,373079416
196214313,373079416
169409323,373079416
339722887,373079416
137759637,373079416
501854993,373079416
355338630,144202717
16469647,144202717
23450407,144202717
94497544,144202717
911750256,144202717
2847565678,144202717
16454472,144202717
46227488,144202717
159951505,144202717
379212448,144202717
373079416,144202717
339722887,144202717
137759637,144202717
1460016181,144202717
169409323,144202717
501854993,144202717
1395498835,917623993
2382793933,114491835
12819112,114491835
1460016181,114491835
46227488,114491835
2444371909,114491835
993360876,114491835
68451113,114491835
979128471459807232,911750256
123717794,911750256
144202717,911750256
302329916,911750256
3272267882,911750256
502199852,911750256
1875808704,911750256
756210326,911750256
445749337,911750256
94497544,911750256
36248931,911750256
140884754,911750256
3188826024,911750256
1199355600,911750256
918081511,911750256
22200760,911750256
202484055,911750256
379212448,911750256
310316876,911750256
46227488,911750256
1387939524,911750256
68451113,911750256
522628601,911750256
373079416,911750256
500378744,911750256
196214313,911750256
913218758,911750256
20180346,911750256
2693807904,911750256
169409323,911750256
355338630,911750256
5920812,911750256
1460016181,911750256
339722887,911750256
1955376680,911750256
339722887,475690120
379212448,475690120
2836691226,475690120
22200760,475690120
172869983,475690120
2382793933,475690120
3329500751,475690120
373079416,23972313
339722887,23972313
3392889143,20717303
80368161,20717303
3001828889,20717303
278332728,20717303
587809387,20717303
90642026,20717303
2264502764,20717303
398180848,20717303
12819112,20717303
16469647,20717303
169409323,20717303
1435923672,20717303
926554518,20717303
420318827,20717303
137759637,20717303
25126878,20717303
106769428,20717303
24729222,20717303
21411111,20717303
18745189,20717303
467137030,522628601
1961211860,522628601
911750256,522628601
46227488,522628601
913218758,522628601
502199852,522628601
131076855,522628601
1201743792,522628601
244160292,522628601
379212448,522628601
501854993,522628601
407257811,522628601
1460016181,522628601
373079416,522628601
169409323,522628601
196214313,522628601
202484055,522628601
339722887,522628601
80368161,54420633
1639704374,54420633
2693657023,246635052
147728303,725085496116912129
2156007288,725085496116912129
3188826024,725085496116912129
513354952,2538110185
911750256,94497544
123717794,94497544
17265337,94497544
144202717,94497544
467137030,94497544
244160292,94497544
214259539,94497544
2693657023,4208544673
3329500751,1496851160
2693657023,918081511
911750256,918081511
22200760,918081511
202484055,918081511
1201743792,918081511
240347448,918081511
167560617,918081511
373079416,918081511
2382793933,918081511
1460016181,918081511
12819112,918081511
1496851160,3329500751
2382793933,3329500751
172869983,3329500751
911750256,3329500751
147728303,3329500751
2156007288,3329500751
475690120,3329500751
2169016992,3329500751
1460016181,3329500751
22200760,3329500751
140884754,3329500751
2279253295,3329500751
445749337,3329500751
26682928,3329500751
1496851160,25128020
979128471459807232,25128020
2264502764,25128020
704400267341602816,25128020
80368161,25128020
3001828889,25128020
2961407036,25128020
254947051,25128020
12819112,25128020
18745189,25128020
501854993,25128020
926554518,25128020
28028017,25128020
21411111,25128020
24729222,25128020
169409323,25128020
420318827,25128020
373079416,25128020
20717303,25128020
25126878,25128020
78734212,25128020
137759637,25128020
23450407,25128020
36396462,456348582
147728303,456348582
22200760,456348582
2382793933,456348582
16469647,456348582
240347448,456348582
513354952,1362209486
15898569,240347448
1201743792,240347448
918081511,240347448
456348582,240347448
2596465123,240347448
373079416,240347448
2382793933,240347448
2693657023,240347448
272611562,240347448
1318408266,16552945
325269604,16552945
995710778,16552945
2177958414,16552945
20180346,16552945
23450407,16552945
587809387,16552945
911750256,16552945
3001828889,16552945
28028017,16552945
90642026,16552945
398180848,16552945
46227488,16552945
20713213,16552945
2264502764,16552945
202484055,16552945
1460016181,16552945
373079416,16552945
339722887,16552945
926554518,16552945
420318827,16552945
278332728,16552945
24729222,16552945
106769428,16552945
21411111,16552945
20717303,16552945
18745189,16552945
5920812,913218758
522628601,913218758
169409323,913218758
196214313,913218758
131076855,27579965
4751359411,17178422
2961407036,17178422
131076855,17178422
1460016181,17178422
339722887,17178422
12819112,17178422
373079416,17178422
20713213,17178422
184636411,17178422
97620342,379212448
445749337,379212448
2382793933,379212448
781617508478513152,379212448
196214313,379212448
46227488,379212448
911750256,379212448
254947051,379212448
20713213,379212448
513354952,379212448
2384860178,379212448
22200760,379212448
131076855,379212448
244160292,379212448
339722887,379212448
522628601,379212448
405088825,379212448
1460016181,379212448
12819112,379212448
140884754,2444371909
12819112,2444371909
22200760,2444371909
405088825,2444371909
995710778,141682456
158037919,1961211860
196214313,1961211860
522628601,1961211860
373079416,1961211860
995710778,1961211860
196214313,2384860178
379212448,2384860178
339722887,2384860178
1460016181,2384860178
2382793933,46152623
623854000,46152623
1460016181,46152623
12819112,46152623
80368161,133450999
2693657023,133450999
623854000,133450999
2382793933,133450999
987849932,133450999
1955376680,133450999
2836691226,133450999
22200760,133450999
2308483172,133450999
19596074,133450999
1460016181,133450999
70016558,133450999
725085496116912129,147728303
1460016181,147728303
456348582,147728303
2944178841,147728303
3188826024,147728303
445749337,147728303
500378744,147728303
2382793933,147728303
2156007288,147728303
355338630,202484055
781617508478513152,202484055
140884754,202484055
2382793933,202484055
2836691226,202484055
911750256,202484055
22200760,202484055
918081511,202484055
244160292,202484055
995710778,202484055
502199852,202484055
196214313,202484055
501854993,202484055
1460016181,202484055
373079416,202484055
339722887,202484055
522628601,202484055
169409323,202484055
20717303,90642026
420318827,90642026
3001828889,90642026
2264502764,90642026
2187451484,90642026
25126878,90642026
135488104,90642026
374459833,90642026
278134585,90642026
80368161,15137538
46227488,15137538
379212448,15137538
111662550,15137538
501854993,15137538
911750256,15137538
1460016181,15137538
15071492,15137538
1318408266,15137538
373079416,15137538
12819112,15137538
16163217,15137538
2382793933,2596465123
240347448,2596465123
379212448,2596465123
1435923672,891627374
2264502764,891627374
90642026,891627374
278332728,891627374
24729222,891627374
420318827,891627374
3001828889,891627374
20717303,891627374
21411111,891627374
587809387,891627374
2237937049,891627374
995710778,891627374
355338630,196214313
2308483172,196214313
80368161,196214313
405088825,196214313
36248931,196214313
781617508478513152,196214313
456348582,196214313
1961211860,196214313
911750256,196214313
20180346,196214313
2693807904,196214313
1955376680,196214313
2384860178,196214313
995710778,196214313
987849932,196214313
379212448,196214313
310316876,196214313
445749337,196214313
140884754,196214313
500378744,196214313
68451113,196214313
123717794,196214313
214259539,196214313
1201743792,196214313
158037919,196214313
46227488,196214313
244160292,196214313
502199852,196214313
501854993,196214313
1460016181,196214313
169409323,196214313
202484055,196214313
20713213,196214313
373079416,196214313
339722887,196214313
522628601,196214313
131076855,196214313
36396462,108071808
16596200,108071808
21411111,2264502764
278332728,2264502764
20717303,2264502764
90642026,2264502764
24729222,2264502764
1435923672,2264502764
3001828889,2264502764
587809387,2264502764
420318827,2264502764
1387939524,1875808704
911750256,1875808704
36248931,1875808704
1199355600,1875808704
2693807904,1875808704
1955376680,1875808704
1460016181,1875808704
1969299078,500378744
80368161,500378744
3188826024,500378744
147728303,500378744
456348582,500378744
22200760,500378744
23972313,500378744
426389014,500378744
17265337,500378744
995710778,500378744
2693657023,500378744
20180346,500378744
1955376680,500378744
911750256,500378744
1201743792,500378744
78734212,500378744
137759637,500378744
213394155,500378744
445749337,500378744
140884754,500378744
2156007288,500378744
373079416,500378744
158037919,500378744
339722887,500378744
1460016181,500378744
12819112,500378744
19596074,500378744
46152623,501854993
3329891278,501854993
123717794,501854993
2693807904,501854993
1201743792,501854993
137759637,501854993
196214313,501854993
16454472,501854993
202484055,501854993
20713213,501854993
140884754,501854993
522628601,501854993
1460016181,501854993
339722887,501854993
